lead_id,user_id,assignment_ts,assignment_date,lead_source,call_center,region,car_segment,lead_channel,user_tenure_bucket,price_bucket,assignment_hour,assignment_weekday,is_weekend,user_active_days_30d,user_age_days,prior_assignments_30d,seller_inventory_count,seller_response_rate_30d,item_price_log,car_age_years,mileage_km_log,item_views_1d,item_views_3d,item_views_7d,item_views_14d,item_views_30d,item_views_90d,item_favorites_1d,item_favorites_3d,item_favorites_7d,item_favorites_14d,item_favorites_30d,item_favorites_90d,detail_expands_1d,detail_expands_3d,detail_expands_7d,detail_expands_14d,detail_expands_30d,detail_expands_90d,photo_swipes_1d,photo_swipes_3d,photo_swipes_7d,photo_swipes_14d,photo_swipes_30d,photo_swipes_90d,seller_page_views_1d,seller_page_views_3d,seller_page_views_7d,seller_page_views_14d,seller_page_views_30d,seller_page_views_90d,search_views_1d,search_views_3d,search_views_7d,search_views_14d,search_views_30d,search_views_90d,query_refinements_1d,query_refinements_3d,query_refinements_7d,query_refinements_14d,query_refinements_30d,query_refinements_90d,similar_item_clicks_1d,similar_item_clicks_3d,similar_item_clicks_7d,similar_item_clicks_14d,similar_item_clicks_30d,similar_item_clicks_90d,saved_search_matches_1d,saved_search_matches_3d,saved_search_matches_7d,saved_search_matches_14d,saved_search_matches_30d,saved_search_matches_90d,user_contacts_1d,user_contacts_3d,user_contacts_7d,user_contacts_14d,user_contacts_30d,user_contacts_90d,chat_opens_1d,chat_opens_3d,chat_opens_7d,chat_opens_14d,chat_opens_30d,chat_opens_90d,call_clicks_1d,call_clicks_3d,call_clicks_7d,call_clicks_14d,call_clicks_30d,call_clicks_90d,leadgen_prev_assigned_1d,leadgen_prev_assigned_3d,leadgen_prev_assigned_7d,leadgen_prev_assigned_14d,leadgen_prev_assigned_30d,leadgen_prev_assigned_90d,leadgen_prev_answered_1d,leadgen_prev_answered_3d,leadgen_prev_answered_7d,leadgen_prev_answered_14d,leadgen_prev_answered_30d,leadgen_prev_answered_90d,leadgen_prev_positive_1d,leadgen_prev_positive_3d,leadgen_prev_positive_7d,leadgen_prev_positive_14d,leadgen_prev_positive_30d,leadgen_prev_positive_90d,active_days_auto_1d,active_days_auto_3d,active_days_auto_7d,active_days_auto_14d,active_days_auto_30d,active_days_auto_90d,target
lead_4df33f999595ebd2,user_0002845,2026-04-07 18:52:00,2026-04-07,Perf,external,east,budget,partner,loyal,low,18.0,1.0,0.0,10.0,649.0,1.0,4.0,,11.895878,9.911,11.131856,1.0,5.0,5.0,6.0,20.0,67.0,0.0,0.0,1.0,1.0,2.0,8.0,1.0,0.0,2.0,0.0,5.0,10.0,0.0,2.0,3.0,7.0,8.0,32.0,0.0,0.0,0.9387058781895751,0.0,,3.0,0.0,0.0,2.0,7.0,17.0,42.0,0.0,1.0,0.0,0.0,7.0,8.0,0.0,1.0,5.0,1.0,6.0,8.0,0.0,0.0,1.0,0.0,,6.0,0.0,0.0,1.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,11.0,0
lead_8dd31a6c5a452c9c,user_0002849,2026-04-14 15:56:00,2026-04-14,Model,external,west,premium,retargeting,loyal,mid,15.0,1.0,0.0,10.0,153.0,1.0,31.0,0.75103,12.718029,2.721,10.602992,3.0,1.0,13.0,6.0,31.0,101.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,2.0,4.0,13.0,1.0,2.0,3.0,4.0,11.0,44.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,5.0,7.0,17.0,33.0,0.0,0.0,1.0,2.0,8.0,12.0,0.0,2.0,3.0,3.0,6.0,16.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,18.0,0
lead_95491d35a3460bcb,user_0002850,2026-04-21 15:54:00,2026-04-21,Model,external,east,premium,web,new,high,15.0,1.0,0.0,7.0,664.0,0.0,26.0,0.12206,13.296209,2.864,9.509492,0.0,1.0,2.0,3.0,8.0,23.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,16.0,0.0,0.0,0.0,0.0,2.14044883082693,1.0,0.0,0.0,3.0,3.0,3.0,18.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,0
lead_a99df53e6ed7087b,user_0002851,2026-04-15 13:57:00,2026-04-15,CRM,external,central,budget,partner,new,low,13.0,2.0,0.0,14.0,115.0,0.0,15.0,0.419673,12.326484,7.703,11.702544,1.0,1.0,8.0,9.0,16.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.0,2.0,2.0,20.0,32.0,0.0,0.0,1.0919333454588467,0.0,1.9668010807328224,5.0,0.0,0.0,7.0,5.0,10.0,41.0,0.0,0.0,1.0,0.0,2.0,,1.0,0.0,1.0,1.0,3.0,11.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,,5.0,,,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0
lead_0b6d9b49117aed96,user_0002852,2026-04-12 15:32:00,2026-04-12,Model,external,central,standard,web,new,low,15.0,6.0,1.0,14.0,541.0,0.0,4.0,0.525274,12.432859,7.601,11.389269,0.0,2.0,8.0,4.0,13.0,37.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,,1.0,4.0,10.0,23.0,0.0,1.0,0.0,0.0,1.9066381076352228,1.0,0.0,2.0,2.0,,5.0,32.0,0.0,,0.0,1.0,5.0,11.0,0.0,1.0,0.0,3.0,3.0,11.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0
lead_9deedd1395e9bc26,user_0002853,2026-04-21 17:37:00,2026-04-21,Model,voxys,north,standard,partner,warm,high,17.0,1.0,0.0,10.0,349.0,0.0,35.0,0.336427,14.062437,4.555,9.25215,2.0,2.0,13.0,10.0,28.0,88.0,0.0,0.0,0.0,4.0,1.0,7.0,0.0,1.0,1.0,4.0,6.0,11.0,0.0,3.0,1.0,9.0,10.0,46.0,0.0,0.0,0.0,1.0416322009795835,3.1340690252238215,4.0,1.0,4.0,3.0,9.0,19.0,47.0,0.0,0.0,3.0,1.0,5.0,15.0,0.0,0.0,3.0,1.0,8.0,24.0,0.0,0.0,0.0,0.0,1.0,9.0,,1.0,1.0,2.0,3.0,12.0,0.0,0.0,1.0,0.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,5.0,19.0,0
lead_2d1e319e1e4edd10,user_0002854,2026-04-19 15:05:00,2026-04-19,Perf,voxys,south,standard,web,new,mid,15.0,6.0,1.0,25.0,109.0,0.0,15.0,0.606868,13.065532,4.136,11.96512,3.0,6.0,12.0,29.0,59.0,213.0,0.0,0.0,1.0,5.0,10.0,23.0,0.0,0.0,2.0,1.0,17.0,32.0,3.0,4.0,7.0,15.0,38.0,103.0,0.0,1.0,0.8623261855889426,2.9487361214973316,2.948619766894188,11.0,0.0,3.0,15.0,19.0,51.0,134.0,0.0,1.0,1.0,5.0,12.0,27.0,0.0,1.0,3.0,5.0,16.0,32.0,,0.0,0.0,2.0,,18.0,0.0,0.0,3.0,2.0,4.0,14.0,0.0,,0.0,1.0,3.0,14.0,,0.0,0.0,3.0,3.0,5.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,4.0,10.0,,1
lead_63fdd1561012a39b,user_0002855,2026-04-19 17:26:00,2026-04-19,CRM,external,central,commercial,partner,new,low,17.0,6.0,1.0,14.0,31.0,0.0,1.0,0.49159,12.313577,9.275,12.169784,,2.0,3.0,6.0,11.0,46.0,0.0,,0.0,2.0,2.0,8.0,0.0,0.0,0.0,3.0,1.0,9.0,2.0,0.0,2.0,12.0,4.0,30.0,1.0,0.0,0.0,0.0,4.892627673597277,0.0,,,6.0,4.0,10.0,34.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,1.0,3.0,2.0,11.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,10.0,0
lead_b5a52c791bdbf0a7,user_0002856,2026-04-18 14:31:00,2026-04-18,CRM,external,west,standard,app,warm,mid,14.0,5.0,1.0,6.0,872.0,0.0,8.0,0.32994,13.099586,5.514,12.24694,0.0,2.0,3.0,6.0,20.0,47.0,0.0,1.0,,,4.0,4.0,0.0,0.0,1.0,2.0,4.0,5.0,0.0,0.0,1.0,3.0,11.0,25.0,0.0,0.0,0.9515740681411013,2.002264671760709,0.0,3.0,0.0,2.0,6.0,4.0,21.0,33.0,1.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,1.0,2.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,13.0,0
lead_e5ee54e433abf7a4,user_0002857,2026-04-21 21:59:00,2026-04-21,CRM,voxys,south,standard,retargeting,warm,low,21.0,1.0,0.0,11.0,1231.0,0.0,15.0,0.277806,12.879764,5.634,11.911735,2.0,1.0,3.0,6.0,14.0,49.0,0.0,0.0,0.0,,4.0,7.0,,1.0,1.0,0.0,1.0,6.0,2.0,3.0,3.0,5.0,5.0,19.0,,0.0,,0.0,1.838602408868924,4.0,0.0,0.0,2.0,4.0,4.0,26.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,7.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0
lead_887c08a3cc058a21,user_0002858,2026-04-12 11:33:00,2026-04-12,Model,external,south,budget,web,new,mid,11.0,6.0,1.0,16.0,319.0,1.0,29.0,0.501545,12.677018,3.838,11.578467,0.0,2.0,9.0,18.0,39.0,153.0,,0.0,1.0,3.0,7.0,12.0,0.0,1.0,0.0,6.0,5.0,15.0,0.0,2.0,5.0,14.0,18.0,71.0,0.0,0.0,1.055989990932673,0.0,4.129044159493925,7.0,0.0,2.0,5.0,13.0,37.0,92.0,0.0,1.0,2.0,2.0,3.0,20.0,0.0,1.0,4.0,,7.0,12.0,0.0,2.0,1.0,2.0,2.0,10.0,0.0,1.0,0.0,4.0,8.0,6.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,30.0,0
lead_4827773849bbfef8,user_0002859,2026-04-14 16:53:00,2026-04-14,CRM,voxys,south,standard,app,warm,low,16.0,1.0,0.0,4.0,918.0,0.0,11.0,,11.680513,4.836,11.587637,0.0,2.0,1.0,9.0,10.0,32.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,4.0,13.0,0.0,0.0,1.0223202363142196,1.8227208675213047,0.9444487060639575,1.0,1.0,2.0,3.0,4.0,8.0,21.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,5.0,2.0,0
lead_167646ea93f39e34,user_0002860,2026-04-14 12:20:00,2026-04-14,Model,external,east,budget,app,warm,low,12.0,1.0,0.0,15.0,3.0,0.0,79.0,0.194093,11.720421,7.873,11.155262,2.0,4.0,6.0,7.0,23.0,96.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,3.0,5.0,13.0,0.0,2.0,7.0,12.0,16.0,48.0,0.0,0.0,2.1750334483780227,0.0,0.0,7.0,0.0,2.0,5.0,,17.0,60.0,0.0,0.0,0.0,3.0,3.0,13.0,1.0,0.0,1.0,2.0,4.0,12.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,15.0,0
lead_90878db57796cfc6,user_0002861,2026-04-22 18:51:00,2026-04-22,Perf,external,north,standard,partner,loyal,mid,18.0,2.0,0.0,10.0,1749.0,2.0,60.0,0.532005,13.295627,1.452,11.40835,1.0,1.0,3.0,10.0,26.0,93.0,0.0,1.0,,0.0,2.0,5.0,0.0,1.0,1.0,2.0,1.0,9.0,1.0,1.0,2.0,6.0,6.0,38.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,5.0,16.0,55.0,1.0,0.0,0.0,2.0,4.0,7.0,0.0,0.0,2.0,4.0,4.0,14.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,7.0,0
lead_51b595934080df6d,user_0002862,2026-04-16 10:09:00,2026-04-16,Model,voxys,central,premium,web,loyal,mid,10.0,3.0,0.0,10.0,242.0,0.0,1.0,0.325237,12.839272,3.148,10.538934,0.0,6.0,5.0,14.0,21.0,65.0,1.0,0.0,0.0,1.0,3.0,6.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,2.0,3.0,10.0,16.0,47.0,0.0,0.0,1.000499493340278,0.0,4.676911567630511,5.0,0.0,0.0,8.0,5.0,19.0,54.0,0.0,2.0,1.0,2.0,4.0,17.0,1.0,0.0,1.0,5.0,6.0,20.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,,1.0,5.0,0.0,0.0,,0.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,11.0,0
lead_c8d2e03e6fa3ac9c,user_0002863,2026-04-18 15:27:00,2026-04-18,CRM,external,north,standard,web,warm,mid,15.0,5.0,1.0,13.0,975.0,3.0,16.0,0.700438,12.689999,1.544,9.870179,1.0,4.0,8.0,17.0,29.0,86.0,0.0,0.0,0.0,3.0,6.0,10.0,0.0,1.0,0.0,3.0,7.0,6.0,0.0,1.0,7.0,7.0,16.0,57.0,0.0,0.0,1.0584343035612187,1.1289812518932303,2.1473063165419837,5.0,0.0,1.0,4.0,4.0,14.0,58.0,0.0,2.0,1.0,3.0,7.0,10.0,0.0,1.0,,3.0,4.0,21.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,1.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,17.0,0
lead_7d26f1de6cc13798,user_0002864,2026-04-17 15:23:00,2026-04-17,CRM,external,west,budget,web,warm,mid,15.0,4.0,0.0,12.0,119.0,0.0,4.0,0.635355,13.086461,4.354,10.930435,2.0,3.0,8.0,12.0,20.0,52.0,0.0,0.0,1.0,1.0,3.0,10.0,1.0,0.0,1.0,2.0,5.0,8.0,0.0,0.0,5.0,8.0,15.0,34.0,1.0,0.0,0.0,0.0,3.1125466838851725,0.0,0.0,1.0,6.0,10.0,13.0,44.0,0.0,0.0,0.0,1.0,4.0,11.0,0.0,0.0,0.0,,4.0,13.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,6.0,,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,12.0,0
lead_b3c5f019a26649ad,user_0002866,2026-04-15 15:46:00,2026-04-15,Perf,voxys,east,standard,retargeting,new,mid,15.0,2.0,0.0,14.0,15.0,0.0,12.0,0.199751,12.47171,1.775,10.335311,2.0,4.0,4.0,11.0,28.0,103.0,0.0,0.0,0.0,1.0,3.0,10.0,1.0,0.0,0.0,2.0,4.0,,0.0,2.0,3.0,5.0,16.0,47.0,0.0,0.0,1.9946075807829828,1.573442294504812,3.645307396314469,4.0,0.0,3.0,9.0,7.0,10.0,37.0,0.0,0.0,1.0,3.0,4.0,17.0,0.0,0.0,3.0,4.0,7.0,18.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,12.0,0
lead_cce2e3fed3f5b67c,user_0002868,2026-04-16 16:13:00,2026-04-16,Model,voxys,north,standard,web,new,mid,16.0,3.0,0.0,13.0,35.0,1.0,14.0,0.815059,13.213931,7.251,10.888507,,,9.0,16.0,33.0,100.0,0.0,1.0,1.0,1.0,3.0,10.0,0.0,1.0,2.0,4.0,6.0,12.0,1.0,1.0,,6.0,20.0,56.0,0.0,0.0,0.0,2.820494661296355,2.665624120305926,10.0,2.0,0.0,7.0,11.0,23.0,57.0,0.0,0.0,0.0,2.0,5.0,14.0,0.0,1.0,1.0,3.0,5.0,,0.0,0.0,0.0,3.0,1.0,11.0,0.0,1.0,0.0,,1.0,9.0,0.0,1.0,1.0,,0.0,7.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0,1.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,8.0,12.0,0
lead_d20c491051747587,user_0002869,2026-04-19 18:28:00,2026-04-19,CRM,voxys,south,standard,partner,loyal,high,18.0,6.0,1.0,10.0,656.0,0.0,7.0,0.537023,13.945719,0.0,10.558846,1.0,1.0,1.0,3.0,10.0,25.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,1.0,1.0,2.0,4.0,16.0,0.0,0.0,0.0,1.8689117276494929,2.0788141672041767,4.0,1.0,1.0,1.0,4.0,9.0,19.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,1.0,1.0,7.0,,,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0
lead_16b1b86b957406ba,user_0002871,2026-04-20 13:18:00,2026-04-20,Model,voxys,west,budget,partner,new,mid,13.0,0.0,0.0,10.0,64.0,1.0,82.0,,13.243481,3.339,11.075275,0.0,3.0,3.0,9.0,20.0,61.0,0.0,1.0,3.0,0.0,2.0,6.0,0.0,0.0,1.0,1.0,8.0,11.0,2.0,0.0,5.0,4.0,10.0,,0.0,0.0,0.0,0.0,0.8874193752813397,5.0,1.0,2.0,3.0,4.0,11.0,35.0,0.0,0.0,2.0,1.0,1.0,8.0,1.0,0.0,0.0,3.0,2.0,13.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,9.0,0
lead_5efe797bd67405bf,user_0002873,2026-04-15 15:34:00,2026-04-15,CRM,voxys,east,premium,partner,new,low,15.0,2.0,0.0,10.0,109.0,0.0,50.0,0.418463,12.21317,4.792,12.095111,0.0,3.0,7.0,21.0,30.0,100.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,4.0,3.0,9.0,0.0,3.0,1.0,6.0,23.0,56.0,0.0,0.0,0.0,0.9464131939322037,1.995931495170062,7.0,,4.0,6.0,17.0,14.0,86.0,0.0,1.0,1.0,2.0,12.0,20.0,0.0,1.0,3.0,2.0,8.0,15.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,1.0,,9.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,10.0,0
lead_99d3edff5207cea3,user_0002874,2026-04-20 15:03:00,2026-04-20,Perf,voxys,east,premium,retargeting,warm,low,15.0,0.0,0.0,6.0,556.0,0.0,3.0,0.741375,12.002077,9.178,11.357197,,1.0,3.0,7.0,13.0,46.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,1.0,1.0,10.0,19.0,,0.0,0.0,0.0,1.941976272742951,4.0,0.0,0.0,3.0,4.0,5.0,17.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0
lead_67bfcd042d676aef,user_0002875,2026-04-07 09:21:00,2026-04-07,Model,external,north,standard,web,new,low,9.0,1.0,0.0,12.0,26.0,1.0,9.0,0.536287,12.08013,5.284,11.329004,1.0,4.0,10.0,20.0,28.0,91.0,0.0,1.0,1.0,1.0,,10.0,0.0,1.0,0.0,1.0,3.0,16.0,0.0,2.0,6.0,7.0,18.0,41.0,0.0,0.0,0.9971889030581301,0.9110345537883147,3.6643256970599367,9.0,,2.0,10.0,6.0,27.0,80.0,1.0,0.0,0.0,0.0,5.0,22.0,0.0,0.0,4.0,2.0,9.0,21.0,0.0,,1.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,,,10.0,0.0,0.0,2.0,2.0,1.0,7.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,4.0,4.0,17.0,0
lead_51908cc9c66f961c,user_0002876,2026-04-19 12:00:00,2026-04-19,Model,external,west,standard,web,warm,low,12.0,6.0,1.0,9.0,679.0,0.0,17.0,0.72162,12.651143,8.482,11.125518,0.0,3.0,4.0,10.0,23.0,48.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,4.0,8.0,0.0,0.0,2.0,4.0,10.0,15.0,0.0,1.0,0.0,0.0,0.9826297168400548,5.0,1.0,1.0,4.0,3.0,11.0,29.0,0.0,0.0,1.0,1.0,1.0,7.0,,0.0,1.0,2.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0
lead_61d92277a98b7304,user_0002877,2026-04-19 17:56:00,2026-04-19,Model,voxys,south,budget,partner,new,mid,17.0,6.0,1.0,9.0,21.0,0.0,29.0,0.706556,13.084938,0.04,10.448735,2.0,4.0,10.0,14.0,35.0,76.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,4.0,13.0,0.0,2.0,5.0,5.0,11.0,48.0,0.0,0.0,2.662482295271819,0.0,3.722456088885396,6.0,1.0,2.0,3.0,3.0,16.0,59.0,,0.0,1.0,1.0,13.0,18.0,0.0,2.0,0.0,1.0,6.0,19.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,,9.0,0
